venue_external_id,sort_order,alt_text,url
drafts.d54992f2-b358-4079-b1f8-5c6deb6ebbe1,2,Third Floor PDR at Sunday,https://cdn.sanity.io/images/h20inf57/production/c5cfaa107e8a4144c43d52f4e48e30264edfd71c-1080x718.jpg
drafts.d54992f2-b358-4079-b1f8-5c6deb6ebbe1,3,Sunday in Brooklyn Food,https://cdn.sanity.io/images/h20inf57/production/99c57dc0c5645b5bd7d37eb1deee0139960f3fca-1080x720.jpg
drafts.d67ebc3c-ddd2-4104-afad-f1d7b6bd37e5,,pizzeria mozza jack warner room,https://cdn.sanity.io/images/h20inf57/production/34a7e8c40b57d91464a8118e21e06f00f2f9807f-631x420.png
drafts.d67ebc3c-ddd2-4104-afad-f1d7b6bd37e5,0,pizzeria mozza jack warner room,https://cdn.sanity.io/images/h20inf57/production/34a7e8c40b57d91464a8118e21e06f00f2f9807f-631x420.png
drafts.d67ebc3c-ddd2-4104-afad-f1d7b6bd37e5,1,pizzeria mozza jack warner room,https://cdn.sanity.io/images/h20inf57/production/421b39c0f3e46699092979dd35e147bdaa9bccbe-635x423.png
e4623cba-422f-432b-9213-a8eec969fc45,,Son of a Gun Interior Shot,https://cdn.sanity.io/images/h20inf57/production/72ce6760890283b90e1c43a766470f1611d46e97-3504x2336.jpg
e4623cba-422f-432b-9213-a8eec969fc45,0,Son of A Gun Interior ,https://cdn.sanity.io/images/h20inf57/production/3fae62c8df60d7bbd3b0340d3eda0c94a11be73a-5549x3699.jpg
e4623cba-422f-432b-9213-a8eec969fc45,1,Son of a Gun Interior Shot 2,https://cdn.sanity.io/images/h20inf57/production/72ce6760890283b90e1c43a766470f1611d46e97-3504x2336.jpg
e58f2bb0-7b27-42c1-908e-0ae1e9ee5716,,mischa pdr,https://cdn.sanity.io/images/h20inf57/production/533ac3c8184b2563fd79f67cc0d751e6920c3c7c-6600x4400.jpg
e58f2bb0-7b27-42c1-908e-0ae1e9ee5716,0,mischa pdr,https://cdn.sanity.io/images/h20inf57/production/533ac3c8184b2563fd79f67cc0d751e6920c3c7c-6600x4400.jpg
e58f2bb0-7b27-42c1-908e-0ae1e9ee5716,1,mischa bar room,https://cdn.sanity.io/images/h20inf57/production/4f3d52b4fd5a70b34ace381e1de8cccebbf0bddd-6600x4400.jpg
e58f2bb0-7b27-42c1-908e-0ae1e9ee5716,2,mischa pdr for cocktails,https://cdn.sanity.io/images/h20inf57/production/567a61dba34ee9a22774c6c8071c394b70bc9974-6600x4400.jpg
e7445355-e74c-4634-a5ab-caf66b086457,,Bar Goto Liquor Shelf & Bar ,https://cdn.sanity.io/images/h20inf57/production/2b9d55e101d72bef4b184ee9482c829dedac0f66-634x381.png
e7445355-e74c-4634-a5ab-caf66b086457,0,Bar Goto Bar,https://cdn.sanity.io/images/h20inf57/production/2b9d55e101d72bef4b184ee9482c829dedac0f66-634x381.png
e7445355-e74c-4634-a5ab-caf66b086457,1,Mixology at Bar Goto,https://cdn.sanity.io/images/h20inf57/production/ccad2c6b652b4939f13ea00f7774111c60603a70-627x593.png
e7445355-e74c-4634-a5ab-caf66b086457,0,Beer & Chips,https://cdn.sanity.io/images/h20inf57/production/6e472f09a43001cb9446d33eb62b94f955e6fa5b-489x626.png
ea7e75ec-6417-42a9-98a7-438425d112bb,,Wooden two-top tables and modern light fixtures in the minimal Contra.,https://cdn.sanity.io/images/h20inf57/production/4f1742f3a502d536d470d1415ff1ccb8f472ae1d-854x659.png
ea7e75ec-6417-42a9-98a7-438425d112bb,0,Wooden two-top tables and modern light fixtures in the minimal Contra.,https://cdn.sanity.io/images/h20inf57/production/f5d370dd348546b60f0ca36ae9d2be2162d8af7c-1280x720.jpg
ea7e75ec-6417-42a9-98a7-438425d112bb,1,Contra's Seasonal Dishes Spread Out On a Table,https://cdn.sanity.io/images/h20inf57/production/e62b7727865a0ae7cc0139b18c9d7cb117402a2d-2843x3666.jpg
ea7e75ec-6417-42a9-98a7-438425d112bb,2,"Diners packed into the narrow, brick-walled Contra for dinner.",https://cdn.sanity.io/images/h20inf57/production/ab10af92187c53a348b5b40ca649216ed3c2abb7-2384x1244.png
ea7e75ec-6417-42a9-98a7-438425d112bb,3,A minimal dish from Contra's tasting menu on a simple off-white plate.,https://cdn.sanity.io/images/h20inf57/production/7f97304d7e66316665bf5e3f4ffdf8956cdd56d3-2048x1365.jpg
ea7e75ec-6417-42a9-98a7-438425d112bb,0,Contra signature tofu dish,https://cdn.sanity.io/images/h20inf57/production/d4200b11cd720242193c9e8789fd0ec3d3cf5cd7-1440x1570.jpg
ea7e75ec-6417-42a9-98a7-438425d112bb,1,Contra main dining room,https://cdn.sanity.io/images/h20inf57/production/12b4255d2d0871ccba2c6b55c54ec58d0337ce32-768x1024.jpg
f1ff5289-f9be-42bc-bbeb-bbc8a1bec64e,,lawrys oak,https://cdn.sanity.io/images/h20inf57/production/49a25af8d6f1f35aaae5212d35bbab7826386383-750x422.jpg
f1ff5289-f9be-42bc-bbeb-bbc8a1bec64e,0,legacy room,https://cdn.sanity.io/images/h20inf57/production/ee3214011c07f8f9b74d9fc4fc052d60d00e2bed-1920x1280.jpg
f1ff5289-f9be-42bc-bbeb-bbc8a1bec64e,1,oak room lawrys,https://cdn.sanity.io/images/h20inf57/production/49a25af8d6f1f35aaae5212d35bbab7826386383-750x422.jpg
f1ff5289-f9be-42bc-bbeb-bbc8a1bec64e,2,vintage room,https://cdn.sanity.io/images/h20inf57/production/451a9e71636111f632c30ebc414cd86a04096260-750x422.jpg
f2192b5d-6f7d-48ab-b027-d386a50ce744,,The Salon,https://cdn.sanity.io/images/h20inf57/production/82ea86c25c5f1519a245cff769a6d4c6e8f62453-5568x3712.jpg
f2192b5d-6f7d-48ab-b027-d386a50ce744,0,the grill main dining room,https://cdn.sanity.io/images/h20inf57/production/eedbd7d575a0e1aea5b4666a6ead3ee097cd3606-1200x800.jpg
f2192b5d-6f7d-48ab-b027-d386a50ce744,1,The Salon,https://cdn.sanity.io/images/h20inf57/production/82ea86c25c5f1519a245cff769a6d4c6e8f62453-5568x3712.jpg
f2192b5d-6f7d-48ab-b027-d386a50ce744,2,bar at the grill,https://cdn.sanity.io/images/h20inf57/production/a4c299370afc7eaee46e548e5ce857f8b556d4a0-799x533.webp
f2192b5d-6f7d-48ab-b027-d386a50ce744,0,the gallery,https://cdn.sanity.io/images/h20inf57/production/ba4ecb4f02c4c92419ac9e72f32c7133d8a0e599-1843x1920.jpg
f2192b5d-6f7d-48ab-b027-d386a50ce744,1,the bar at the grill,https://cdn.sanity.io/images/h20inf57/production/6cd70192453ca983b2e0379d05ea741ff40c2acd-1322x1699.jpg
f466dffd-a952-48aa-aee9-981b9742fa48,,The Palio Wine Room at Musso & Frank's,https://cdn.sanity.io/images/h20inf57/production/2167444b950ba0bef96f33fac7a33a35e2f44983-1200x767.jpg
f466dffd-a952-48aa-aee9-981b9742fa48,0,Private Wine Room at Musso & Frank's,https://cdn.sanity.io/images/h20inf57/production/2167444b950ba0bef96f33fac7a33a35e2f44983-1200x767.jpg
f466dffd-a952-48aa-aee9-981b9742fa48,1,Large Private Dining Room at Musso & Frank's,https://cdn.sanity.io/images/h20inf57/production/be3d8a355bfaae406603671074cc4a84ec6e7e76-1200x827.jpg
f466dffd-a952-48aa-aee9-981b9742fa48,2,Large Private Dining Room at Musso & Frank's,https://cdn.sanity.io/images/h20inf57/production/eaa63f61fe4f94ed522578ca3b231e884ce882a3-1200x800.jpg
f6072bff-441d-45e8-bcd3-954aeaaa9f94,,the Modern NYC dining room windows,https://cdn.sanity.io/images/h20inf57/production/ffe07911b4dff7b5f3398260d48e4b7b5e957687-960x666.jpg
f6072bff-441d-45e8-bcd3-954aeaaa9f94,0,the garden windows at the modern,https://cdn.sanity.io/images/h20inf57/production/ffe07911b4dff7b5f3398260d48e4b7b5e957687-960x666.jpg
f6072bff-441d-45e8-bcd3-954aeaaa9f94,1,bar room and dining room,https://cdn.sanity.io/images/h20inf57/production/3b801eb91543bc8452f641251b9723dedcb4a5d5-2000x1335.jpg
f6072bff-441d-45e8-bcd3-954aeaaa9f94,2,dining room at the modern,https://cdn.sanity.io/images/h20inf57/production/4e1c9293ec51e87da8501043ae633e50224b2338-2048x1365.jpg
f6072bff-441d-45e8-bcd3-954aeaaa9f94,0,garden view of the modern,https://cdn.sanity.io/images/h20inf57/production/fb62e4e028d359563060f01aae318e50e301c7eb-1080x1350.jpg
f6072bff-441d-45e8-bcd3-954aeaaa9f94,1,bar and dining room at the modern,https://cdn.sanity.io/images/h20inf57/production/7f81386719bc0bd9bb37c122e8e062ee029245fa-1440x1800.jpg
f6be1903-3cca-4e67-a7cf-34ec707fcc71,,Seoul Salon Private Dining Room ,https://cdn.sanity.io/images/h20inf57/production/a2c17f2fd1df5fbd1ac87e575658d7973ed57329-4500x3000.jpg
f6be1903-3cca-4e67-a7cf-34ec707fcc71,0,Private Dining Room,https://cdn.sanity.io/images/h20inf57/production/a2c17f2fd1df5fbd1ac87e575658d7973ed57329-4500x3000.jpg
f6be1903-3cca-4e67-a7cf-34ec707fcc71,1,Main Bar,https://cdn.sanity.io/images/h20inf57/production/00b9c1daef2c0597d6468b70eccf05cfc636a192-4500x3000.jpg
f6be1903-3cca-4e67-a7cf-34ec707fcc71,2,Dimly Lit Main Room,https://cdn.sanity.io/images/h20inf57/production/0fc9d22321c68ae9b9af69f2724d193b3a91cc04-4500x3000.jpg
f6be1903-3cca-4e67-a7cf-34ec707fcc71,3,Main Room 2 ,https://cdn.sanity.io/images/h20inf57/production/34284ede3ae83c59cc50079ebe25b21dad2c68f0-4500x3000.jpg
f6be1903-3cca-4e67-a7cf-34ec707fcc71,0,Seoul Salon Food,https://cdn.sanity.io/images/h20inf57/production/96a0af4969a0ef2ae86dc00a6f12b4bd63ff99b1-3000x4499.jpg
f6be1903-3cca-4e67-a7cf-34ec707fcc71,1,Bar Stools,https://cdn.sanity.io/images/h20inf57/production/8d12c46f62592501251aa5af477a82fa26a6c161-3000x4500.jpg
fab27aab-0daa-43f1-a70b-7bb9ed32ced7,,Interior of Bridges,https://cdn.sanity.io/images/h20inf57/production/51f7a7c177ee03db6502e6564bd8aa45675bff18-903x898.png
fab27aab-0daa-43f1-a70b-7bb9ed32ced7,0,Interior of Bridges,https://cdn.sanity.io/images/h20inf57/production/51f7a7c177ee03db6502e6564bd8aa45675bff18-903x898.png
fab27aab-0daa-43f1-a70b-7bb9ed32ced7,1,Banquets at Bridges,https://cdn.sanity.io/images/h20inf57/production/5de800a8035bcc2e5e7213e881546dc88e765c5d-863x891.png
fab27aab-0daa-43f1-a70b-7bb9ed32ced7,2,Entrance SHot of Bridges,https://cdn.sanity.io/images/h20inf57/production/8ecf51d4102451db70a28350559fc1fd088aa783-859x888.png
fab27aab-0daa-43f1-a70b-7bb9ed32ced7,0,PDR at Bridges,https://cdn.sanity.io/images/h20inf57/production/d054124c36a7d1edcfa8024687e79c1db003803c-5345x8018.jpg
fde4d53e-af20-48be-b585-2b95d4d4b0a3,,cobis garden night,https://cdn.sanity.io/images/h20inf57/production/09137d3b58a41f78c7422b4b2ad431b3d2053444-4315x5394.jpg
fde4d53e-af20-48be-b585-2b95d4d4b0a3,0,cobis garden,https://cdn.sanity.io/images/h20inf57/production/1a205a6da40cc8930c6c7d74b202329ce640f5f0-2048x1365.jpg
fde4d53e-af20-48be-b585-2b95d4d4b0a3,1,cobis dining room,https://cdn.sanity.io/images/h20inf57/production/b4c81d87bcd0ac8d3766cb808c4933abfc4be50d-6689x4198.jpg
fde4d53e-af20-48be-b585-2b95d4d4b0a3,2,cobis patio,https://cdn.sanity.io/images/h20inf57/production/43d078e781e08bf5de7e1db4f22a0402bf489869-4000x2668.jpg
fde4d53e-af20-48be-b585-2b95d4d4b0a3,0,cobis night time,https://cdn.sanity.io/images/h20inf57/production/09137d3b58a41f78c7422b4b2ad431b3d2053444-4315x5394.jpg
fde4d53e-af20-48be-b585-2b95d4d4b0a3,1,cobis day time,https://cdn.sanity.io/images/h20inf57/production/600054e4aa0f28ecec18e056eb91c92f969b4fb5-202x250.jpg
ff0f3f61-06d0-43ef-91a9-9adba1d1a921,,Exterior Shot,https://cdn.sanity.io/images/h20inf57/production/3ef1bed50dd437a2823ad83ba313214b4b9e48b9-978x962.png
ff0f3f61-06d0-43ef-91a9-9adba1d1a921,0,Birdseye view of calamari and octopus and whole grilled fish,https://cdn.sanity.io/images/h20inf57/production/dc50bc7a5a1fb18123345ad3bdd5bf72e3d5d7b2-1176x696.png
ff0f3f61-06d0-43ef-91a9-9adba1d1a921,1,Exterior Shot of Taverna Kyclades,https://cdn.sanity.io/images/h20inf57/production/3ef1bed50dd437a2823ad83ba313214b4b9e48b9-978x962.png
ff0f3f61-06d0-43ef-91a9-9adba1d1a921,2,Whole Grilled FIsh,https://cdn.sanity.io/images/h20inf57/production/8f2877fad8209c3524bfd95b05a73d006d030819-970x966.png
ff6012f8-41d0-4302-8fd1-f0272600a4aa,,Underground Bar at Discolo,https://cdn.sanity.io/images/h20inf57/production/93a0077bba4ac243706d3cc7e3cbce471b05f05a-751x504.png
ff6012f8-41d0-4302-8fd1-f0272600a4aa,0,Multicolored Ceiling and Underground Lounge,https://cdn.sanity.io/images/h20inf57/production/0bcf73f4e88e9d9dddbce5fd336cd13724d30efb-769x504.png
ff6012f8-41d0-4302-8fd1-f0272600a4aa,1,Dimly Lit Bar with Multicolored Lights at Discolo,https://cdn.sanity.io/images/h20inf57/production/93a0077bba4ac243706d3cc7e3cbce471b05f05a-751x504.png
ff6012f8-41d0-4302-8fd1-f0272600a4aa,0,Bar at Discolo,https://cdn.sanity.io/images/h20inf57/production/3da38a29289a99cd4e39d2b357c5c6148a6d3608-338x509.png
ff82d736-764d-41cb-a7bf-a06c28eb1304,,Checkered Floor of Temple Bar,https://cdn.sanity.io/images/h20inf57/production/cd810cc3d6598bf6afea4d620bb5caba285379bc-615x616.png
ff82d736-764d-41cb-a7bf-a06c28eb1304,0,Heels on Checkered Tile Floor,https://cdn.sanity.io/images/h20inf57/production/cd810cc3d6598bf6afea4d620bb5caba285379bc-615x616.png
ff82d736-764d-41cb-a7bf-a06c28eb1304,1,Checkered Floors and Dimly Lit Bar ,https://cdn.sanity.io/images/h20inf57/production/a54b5fce30638435ad6856f3da1be4c83611856a-514x634.png
ff82d736-764d-41cb-a7bf-a06c28eb1304,2,Entryway at Temple Bar,https://cdn.sanity.io/images/h20inf57/production/59900ce98b42c619b091349936564514c6454dd2-622x463.png
