id,status_legacy,project_date,started_on,won_on,last_contact_on,proposal_sent_on,concept,services_array,budget_notes,location_text,next_steps,budget_low,budget_high,status
4292271a-3745-4453-bc5e-8550e33c0948,Complete,11/19/24,,,,,J.Crew Holiday Gifting Event,"[""Executive Production""]",,New York,"Intake Notes here - Gaby sent note to Cam that we're interested, but it will require more budget, waiting to hear back 8.19",,,Closed Won
42d21990-d1ae-44bd-be1f-fe24711aa047,Complete,10/30/24,,,,,Puck Dinner,"[""Consulting""]",,New York,Intake here ,,,Closed Won
4473b585-5984-4b66-90e7-f6865695e800,Warm Lead,,1/13/2025,,1/13/2025,,Oddbird,"[""Gifting""]",,Los Angeles,"Intake Notes here - We passed on RSVP management, but sent details about Liquor Cabinet. Waiting on response GD, 11/25",,,Initial Contact
44bc135f-b833-462e-a663-885f7317583a,Warm Lead,9/1/2024,6/1/2024,,6/1/2024,,Store Tour,"[""Executive Production""]",,Multi-City (5+ Markets),We ended up passing on this due to bandwidth. 6/18,,,Initial Contact
44f41d86-7ccb-43e9-b595-a9a21f9c8f55,Warm Lead,,,,4/3/2025,,Jubilee Book Launch - Svenskt Tenn's First 100 Years by Phaidon,"[""Executive Production""]",,TBC,"GD and SC met with the Svenskt team in NYC. They told us they'd follow up with a final budget by EOY and we'll move forward then. GD, 11/21",,,Initial Contact
468fa270-aef7-432c-bdcc-a09f01f66297,Prospecting,2026,12/9/2025,,12/9/2025,,"2026 outreach; Sue met client contact at RoCon event; Strong alignment for beauty product launches, influencer events, and PR moments. ","[""Executive Production""]",Not disclosed,USA,Nurture relationship for future opps. Invite to the next networking event. SY 12/10,,,Initial Contact
46916dbe-7d08-42d8-a526-cf2803c82941,Prospecting,2026,10/30/2025,,11/5/2025,,2026 events,"[""Executive Production""]",Not disclosed,USA,GD setting up exploratory call for 11/11. SY 10/30,,,Initial Contact
46a363c8-cbd6-431a-a485-c607ac5f18d5,Warm Lead,TBC,6/3/2025,,,,Future projects - TBC,"[""Executive Production""]",,New York,"Gaby met Celeste at Office Hours. C&B sounds like they want to do more events. SY, 06/12",,,Initial Contact
474f4798-9128-4155-bb7f-6a78569c7258,Warm Lead,,1/13/2025,,1/13/2025,,Fenty 5 Senses Dinner,"[""Event Concepting"", ""Executive Production""]",,TBC,"Nicole originally wanted to partner with us for production for a summer event, but it got pushed to holiday. Gaby followed up for an update on if this is still happening - 8.26",,,Initial Contact
47dc315d-cebb-4a02-83b1-3fd8f413a0aa,Warm Lead,Ongoing,2/27/2025,,,,Feed Me Events,"[""Executive Production""]",,TBC,"Had an initial call. GD sent proposal and waiting on feedback. GD, 6/12",,,Initial Contact
483849eb-3f05-426c-8010-9f0fb19de945,Complete,"July 9, 10, and/or 11",4/2/2025,4/25/2025,8/1/2025,5/13/2025,UNIQLO x Studio Ghibli Event,"[""Executive Production""]",,New York,"Client brief here. Two day activation. GD did intale, sorting out next steps. 4/9",,,Closed Won
485d5e03-c859-4680-a31e-4bfd2f778bec,In Progress,Q1 2026,11/3/2025,,11/12/2025,,Industry Research & Strategy Project,"[""Executive Production""]",$50k,"NY, LA, CHI, ATL, DC & MIA",Killed Part I of the Strategy Presenation; need to schedule a Part II to go through our Event Landscape research + feedback - JA 03/13,,,Closed Won
495b6db4-e76e-4871-b23c-b19b4ebc02dc,Canceled,11/21/2025 + December for Art Basel,9/30/2025,,10/28/2025,,Content Strategy & Execution for Resy Social- the Pujol Residency at WSA + Art Basel line up,"[""Executive Production""]",$77K all-in,"NY, MIA",Resy unfortunately was rfp-ing other agencies and have decided to work with another agency for these two events. We will pick content back up for Rx Sponsored events in Jan/Feb 2026,,,Closed Lost
498eb7ed-b3aa-4394-8f9e-39cfd926e631,Complete,8/19/2025,1/24/2025,5/1/2025,8/19/2025,7/25/2025,NYT Event @ Pip’s,"[""Executive Production""]",Not disclosed,New York,,,,Closed Won
49c35bc0-a9c9-40ef-9757-1b75a79a08d6,Warm Lead,,9/17/2024,,9/17/2024,,Chef Gabriel Kreuther,"[""Executive Production""]",,New York,"Intake here - more of an intro call. GD, 9/17",,,Initial Contact
49c53d41-0612-45e9-bcb3-f0aba47a708c,No-Go,2026,10/3/2025,,10/22/2025,,Tastemaker DInner for 15-30 PAX; digital partnership confirmed with Amrit and Spread the Jelly. Clien'ts looking to expand that into an offline experience with her community. ,"[""Executive Production""]",Not disclosed,NY,Client cancelled but expressed interest in future ways of working together. NB hoping to schedule call in coming weeks. SY 10/22,,,Closed Lost
49c8ec80-c607-4e98-854d-ef8c15ee345d,Prospecting,8/X/26,11/19/2025,11/19/2025,11/19/2025,,Natural History Museum x Crewcuts Event,"[""Executive Production""]",Not disclosed,New York,"Cam shared as fuller 2026 calendar. We're holding the dates and GD will schedule intake as we get closer to the event date. GD, 11/21",,,Initial Contact
4a66db0d-1f6b-43b3-a316-c95164253810,Warm Lead,2026,10/18/2025,,10/28/2025,,Client interested in Agency Services + speficially RSVP services to help his DR restaurant Casarré get on World 50 Best restaurants,"[""Executive Production""]",Not disclosed,Dominican Republic,SY had intake call to share agency services and chat through 2026 plans. SY shared agency deck. Olivier will be chatting with DR tourism board in coming months and will soft pitch the idea of partnering together. SY 11/05,,,Initial Contact
4a68328d-aa64-4131-b158-b74c064e1f47,No-Go,12/xx/2025,10/21/2025,,10/30/2025,,Possibly a smaller influencer focused event before EOY,"[""Executive Production""]",Not disclosed,NY,Awaiting client readiness after SC and GD met to share agency services. SY 10/30,,,Declined by Us
4b300ad5-41e5-43e7-902a-7b94ec659cbd,Warm Lead,,9/1/2024,,9/1/2024,,315,"[""Marketing""]",,,"Reached out about an event in November, don't have the bandwidth",,,Initial Contact
4bb99b23-4d09-4438-9305-d63bf73873b9,Complete,Summer 2024,,,,,WHH Pop-Up Events,"[""Executive Production""]",,New York,Scope Complete,,,Closed Won
4cdee4d5-02c5-400c-bf34-178b72a30cbe,Warm Lead,,7/1/2024,,7/1/2024,,N/a,"[""Programming""]",,N/a,"Sue sent a note to Jaime with our deck, Jaime let us know they have an in-house producer, but would let us know of any future relevant project",,,Initial Contact
4dc1eeff-69bc-4421-bde7-048c4c7cff18,Warm Lead,August + September 2024,7/1/2024,,7/1/2024,,Latin Dinner Series,"[""Programming""]",,New York,"Gaby passed due to bandwidth, but check back in during the Fall to see what they have in the pipeline - 6.24.24",,,Initial Contact
4e2857ed-8059-4667-9767-d26d1fb0024c,Prospecting,TBC,10/17/2025,,1/20/2026,,F&B Event in 2026,"[""Executive Production""]",Not disclosed,NY,"Rock Center paused the Feb Event but wants to continue the convo on programming. GD has a call on 2/20 to discuss what next steps looks like. GD, 2/20",,,Initial Contact
4e6b2c73-80df-421c-a85e-d74f02b1dd1a,Warm Lead,August/September 2025,1/12/2025,,,,Eddington by Ari Aster Premier Event,"[""Executive Production""]",,TBC,"Notes here. Sara'o gave Sue and I the heads up that this might happen pending budget when we checked in at the top of 2025. GD, 1/15",,,Initial Contact
4ec6f869-80ab-4b5d-9be0-1b27b2973e79,Warm Lead,,1/13/2025,,1/13/2025,,Leadership Event Dinner,"[""Executive Production""]",,San Francisco,"July 2024 Intake Notes here - ended up passing because of budget. GD sent follow up note to chat 2025. GD, 12/3",,,Initial Contact
4f25233b-1bef-429a-be6d-a70402565558,Warm Lead,11/13/2024,10/1/2024,,10/1/2024,,Emma Chamberlain Activation,"[""Executive Production""]",,TBC,Intake Notes here - Gaby in chats with Kristin about RSVP Management - 10/3,,,Initial Contact
4f4f2622-7589-484d-a0ec-896ef5178462,Complete,10/30/2025,7/28/2025,7/25/2025,9/24/2025,9/15/2025,In-store cocktail party,"[""Executive Production""]",$70K all-in expenses,New York,Team presented to client last week. Client said they'd provide feedback by EOD or Monday 09/29 at latest. SY 09/26,,,Closed Won
4fb5b7d8-ecc7-48f8-ae79-61174a0ba763,No-Go,September/October 2025,8/15/2025,,8/25/2025,,Fast-casual restaurant launch,"[""Executive Production""]",Not disclosed,New York,"Sarit was intro'd to Sue through Bondi PR. Matter is a meal planning app that provides meal prepping through their new fast-casual restaurant in Soho, opening in September. Client ultimately didn't have budget at this stage SY 08/28",,,Declined by Us
51754e1a-707b-4a1a-97d0-7583251a7502,Complete,3/14/25-3/23/25,9/24/2024,9/24/2024,,1/14/2025,Feb/April Collection Influencer Trip (PORTUGAL),"[""Executive Production""]",,TBC,Cam wants to build a case for another influencer trip in 2025 and would like us to schedule a brainstorm later in late July - 5.30,,,Closed Won
5190da53-5ccc-4c8a-82ea-c27841feb61f,Warm Lead,9/1/2025,4/4/2025,,,,Prada Event,"[""Consulting""]",,New York,"Alexandra met with him for an initial call. She's setting up an in person meeting with me and Sue at WSA. GD, 4/3",,,Initial Contact
528545b9-7f62-4ac6-b75a-4b7a8cba7b6b,Canceled,3/X/26,11/19/2025,11/19/2025,12/18/2025,,Palm Springs Influencer Trip,"[""Marketing""]",Not disclosed,Palm Springs,"Due to budget cuts, this event got killed. GD, 12/18",,,Closed Lost
52c79caf-13fa-479f-8590-e70b99225bd5,Prospecting,2026,9/26/2025,,12/18/2025,,2026 planning; potential Miami F&B research project + Fall events,"[""Executive Production""]",Not disclosed,Miami,SY + GD had exploratory call with client to chat about 2026 plans. NB sent relevant case studies and details about proposed scope. Awaiting client feedback. Followed up once more on 12/18 SY 12/18,,,Initial Contact
53c51b1a-75ac-40da-9481-6fc4d86d185b,Warm Lead,,6/1/2024,,6/1/2024,,VIP reservation coordination for restaurant partners,"[""Executive Production""]",,TBD,We ended up passing on this because of bandwidth - 6.18,,,Initial Contact
5473f3bc-2e4c-4d65-814c-80f9c00e5954,No-Go,,,,2/25/2025,,TBC,"[""Executive Production""]",,TBC,"Macy reached out, GD sent Typeform to get more details. GD, 1.30",,,Declined by Us
54d87d11-4db2-4c82-9e30-5529ee71eb2d,Warm Lead,,7/1/2024,,7/1/2024,,TK,"[""Executive Production""]",,TK,"Had an intro call with her, nothing solid at this point, but we're on their radar and they have our agency services deck.",,,Initial Contact
550d2813-385f-4629-9226-932bc0afb68a,Warm Lead,12/11/2025,7/24/2025,,8/6/2025,,Holiday Party,"[""Executive Production""]",Not disclosed,New York,Client had smaller budget + never responded after hearing production minimums. SY 08/28,,,Declined by Us
55950a4c-4a3d-4091-8516-ac007ba3b7c7,No-Go,11/1/2024,,8/1/2024,8/1/2024,,Grand Seiko Rodeo Drive Boutique Opening,"[""Programming""]",,Los Angeles,Intake Notes here - Gaby working with Alexandra on go-no-go 8.22,,,Declined by Us
56d5c6f0-655d-4d62-a0e8-efdc43b20395,Warm Lead,,6/1/2024,,6/1/2024,,B2B Marketing Campaign,"[""Executive Production""]",,TBD,"Gaby chatted with Laura for intake, waiitng on her for next steps, 6/6",,,Initial Contact
571f6bcf-9053-4eb2-bd05-10ab01de61f7,Prospecting,2026,12/3/2025,,3/20/2026,,Programming for Waldorf Astoria's Peacock Alley,"[""Executive Production""]",$75K or less,New York,SY sent update SOW to client. Awaiting feedback and go/no-go,75000,75000,Qualified Lead
58208b9e-4484-4953-b339-06d53f86f1eb,Complete,7/14/2025,5/7/2025,,,6/4/2025,Bastille Day with Starr Restaurants,"[""Concepting"", ""Executive Production""]",,"DC, NYC & Miami","To celebrate Bastille Day, Resy and Le Diplomate will partner to bring an engaging and exciting experience to diners. Carefully curated branding and thematic experiences will lend to a celebratory for both restaurant guests and the community, alike.

- Resy has not been able to have their meeting with STARR yet, but we've moved all Creative elements into Production",,,Closed Won
5853980f-09c2-4832-8d9e-b802c89e57ed,Complete,11/9/2025,5/7/2025,8/14/2025,9/24/2025,7/16/2025,The Resy Rewind,"[""Event Concepting"", ""Executive Production""]",$1.2M,"NY, LA, CHI, ATL, DC & MIA","Approved Event Concept: More than merely places to eat, restaurants can serve as bustling cultural hubs and key meeting places that play a pivotal role in crafting the zeitgeist of a particular era (see New York’s “yesteryear” issue looking at a century of the city through restaurants). Resy’s ""Restaurant Revival"" (official event name TBC), partners will create a special menu as an ode to a historic haunt, with playful period-specific decor and programming touches to transport diners to another time and place.",1200000,1200000,Closed Won
58e7808f-3bca-4534-86a6-47328f6cd07f,Proposal Phase,Winter 2025  ,9/17/2025,,9/18/2025,,Winter Bazaar,"[""Executive Production""]",$700K-$800K,NYC,NB sending bandwidth assessment. We're waiting on final chandelier creative scope ahead of kick off. SY 09/26,700000,800000,Closed Won
58fa772f-9aa3-4ee6-8395-e006d47e75d2,Warm Lead,Fall 2025,12/10/2024,,,,Product Launch,services_array,,New York,"They reached out to us for a spring event and we passed due to bandwidth. They mentioned a Fall event that we want in on. GD to follow up in June 2025. GD sent follow up, 6/12",,,Initial Contact
5a034952-83a8-41ce-b375-ebd68afe088c,Warm Lead,,,,4/3/2025,,Etsy LA Stylist Dinner,"[""Liquor Cabinet Program""]",,TBC,"Alexandra mentioned an Etsy event in August/September. Gaby to check in with her in May for updaes. GD, 3/11",,,Initial Contact
5a10c823-2d9b-44d3-abc9-90ec1f0b2049,No-Go,Holiday 2025,6/25/2025,,9/4/2025,9/4/2025,Holiday Season Programming 2025,"[""Executive Production""]","$12.5K Fixed fee for concepting and building the Event Menu 
+ Commission: 15% of the full listing price of any plus up that is booked from CoC Events Menu",New York,"Client gave feedback on original SOW. Gaby sent updated SOW to client on 09/04. They confirmed they'll get back to us by Monday, 9/15 SY 09/11",12500,12500,Declined by Us
5adae2d4-b27f-49a3-9394-3e61289892d7,Waiting for Feedback,TBC,5/22/2025,,8/22/2025,5/22/2025,Programming & Event Seeding SOW,"[""Consulting""]",,New York,,,,Negotiation
5b6ce189-3c36-4b15-9f45-2deb4d8c0418,In Progress,4.X.26,11/12/2025,,1/16/2026,,"Oatly is hoping to host a conference style event for trade, influencers, and media in 2026 and they'd want CoC to program it and potentially produce it. ","[""Gifting""]",$750K-$1M,NYC,"RFP submitted, Gaby + Zach getting on call to chat logistics on Tues, 1/20. GD, 1/16",750000,1000000,Closed Won
5c0f7bb6-d2ac-4833-9518-fc6841628403,No-Go,10/22/2024,,10/1/2024,10/1/2024,,Uniqlo Upstate Influencer Trip,"[""Executive Production""]",,Upstate NY,"Intake here - We passed, but we are trying to get Sue to the event so that we can secure future gigs with Uniqlo. 10/4",,,Closed Lost
5c1c4ca4-4d03-41ec-9370-15a3b2da4fc1,Prospecting,2026,7/14/2025,,1/16/2026,,"- Working on confidential Soho store reopening with Something Special Studios as main partner
- Store opening December 8-9-10, first floor
- Looking for agency partner to handle “always on” programming - monthly mini activations with NY-centric influencers/creators","[""Executive Production""]",Not disclosed,New York,"We had capabilities call to talk about programming their new soho store, in addition to producing the programs. GD working on setting up a follow up call to chat more granularly about scope. GD, 12/18",,,Initial Contact
5cfaad00-6179-48f6-81eb-faef1c6005c7,No-Go,11/xx/2025,8/5/2025,,8/15/2025,,Hall of Fame Gifts; Concepting + Gifting,"[""Executive Production""]",Not disclosed,USA,Client did not provide enough lead time. CoC could not produce. ,,,Declined by Us
5df75d98-abf2-428d-9a40-c2a445caf8eb,Final Invoicing ,5/14/2025,2/17/2025,3/17/2025,,4/1/2025,NYC Showroom,"[""Executive Production""]",,New York,"Reached out with an RFP. GD setting up call, 2/7",,,Closed Won
5e3e438a-c6ef-4be2-86c7-d1d1243cdbe7,Complete,November/December 2025,5/12/2025,8/1/2025,9/23/2025,7/31/2025,Thompson Hotel's relaunch,"[""Executive Production""]",$250k all in,"Austin, Palm Springs, San Antonio, NYC (Central Park)","CoC presenting to Thompson on Monday 09/29. SY, 09/26",250000,250000,Closed Won
5e6f9466-7bde-4736-b9c2-43e1a84ca132,Complete,6/25/24,,,,,The Bear S3 Premiere,"[""Event Concepting"", ""Executive Production""]",,Los Angeles,Intake Notes here ,,,Closed Won
5ef159a3-139c-4ff4-b4c0-f6db580fc59f,No-Go,10/18/2025,10/15/2025,,10/17/2025,,PARTY PEOPLE cookbook launch event - Brie Larson & Courtney McBroom's new recipe book for hosting parties,"[""Executive Production""]",Not disclosed,NY,Client reached out 3 days before event. CoC unable to guarentee RSVPs on such short notice. We passed SY 10/17,,,Declined by Us
5f2b5db9-0ea0-4bbe-bcc3-9fff5f6d96dc,Complete,1/1/25 - 8/31/25,1/31/2024,7/11/2024,,5/6/2024,"New Hotels, LA Hotel","[""Executive Production""]",,Los Angeles,Aiming for September 1 start date,,,Closed Won
5f6162c6-fbf0-44ac-8297-1fb180063207,Final Invoicing ,7/16-21/25,4/22/2025,4/22/2025,,5/6/2025,J.Crew x San Domenico Partnership,"[""Executive Production""]",,New York,"Sue & GD hopping on a call with Lauren in the next couple of weeks. GD, 4/8",,,Closed Won
603233b6-ecb5-49ff-b22b-a2d0742106eb,Complete,March 2024,,,,,"2024 OG Programming (10th Anni, In-Restaurant Series, Cookie Tin)","[""Executive Production""]",,,Proposal Here - waiting on Natasha to finalize scope before getting into contract phase - 3.18,,,Closed Won
60f911e4-e759-4253-b25b-cf1558fbac4b,Complete,12/18/24,,,,,Holiday Party ,"[""Executive Production""]",,New York,"Sue reached out and Sade said Holiday Party is definitely in the books. Gaby to schedule intake call closer to the date. In the meantime, they flagged they want to host at WSA. Sam is interested, just wants to confirm budget. - 7.2",,,Closed Won
613eac4d-364d-42d6-a359-8ab42fde9267,Warm Lead,,1/13/2025,,1/13/2025,,Cybex,"[""Executive Production""]",,TBC,"Sue had a meeting with Heidi after they invited her to the Margaux event. They upcoming events for their client Cybex. They owe us budgets, and then from their we can chat more details. 10/21",,,Initial Contact
6331315b-4305-4f68-9c1b-b74df7ad9e7e,Prospecting,10/X/26,11/19/2025,11/19/2025,11/19/2025,,American Girl Doll x Crewcuts Event,"[""Executive Production""]",Not disclosed,New York,"Cam shared as fuller 2026 calendar. We're holding the dates and GD will schedule intake as we get closer to the event date. GD, 11/21",,,Initial Contact
6340d2bd-5daa-49e6-b075-a06d7390e1a3,No-Go,TBC,5/29/2025,,,,TBC,"[""Executive Production""]",,TBC,FP filled out Typeform. They're constantly have various programs and activations and are looking for new and innovative partners. SY 5/29,,,Declined by Us
63da07e6-feea-4010-8450-83015df988c3,No-Go,09/05/2025,9/3/2025,,9/3/2025,,Sophia Roe NYFW party; F&B production for 300 desserts,"[""Executive Production""]",,New York,Last minute f&b production request. Unfortunately could not take on due to bandwidth and lack of lead time ST 09/04,,,Declined by Us
63ef4d02-3659-4995-9b98-85ca56b8b2fd,Warm Lead,,11/21/2024,,11/21/2024,,25th Anniversary Gala,"[""Executive Production""]",,New York,"Intake here - Internal go-no-go on RFP. GD, 10/23",,,Initial Contact
6424eb36-03fc-469e-bcd7-c8b7c6d43605,Warm Lead,,2/18/2025,,2/18/2025,,Catering Company partnership,"[""Marketing""]",,New York,"Sue had dinner with them and they're interested in working with us on:
-Curating chefs for their ""professional"" lunch events there are about one a quarter for two of their corporate clients
-Curating menu enhancements for their catering menus
-Curating the chefs for the cafe at Carnegie Hall

GD and MDH had a call to chat further. GD drafting SOW. 2/18",,,Initial Contact
656b87bc-a0c0-47bb-8cae-6a28cc7ed6a9,Warm Lead,,,,4/23/2025,,Good Works 35th Anniversary Event,"[""Executive Production""]",,New York,"They reached out about a Feb event, but timing was too tight. They want to engage us for an anniversary event later. GD to check in with them at end of February. 2/3",,,Initial Contact
656e9045-f8cb-4450-85ef-ed901e998689,Prospecting,2025-2026,9/16/2025,,9/16/2025,,Vanessa working on setting up an intro to their team. ,"[""Programming""]",Not disclosed,TBC,"TBC - No specific event yet, client wants to do events and would love to explore working together; Client is Vanessa's a close friend who is the Head of Brand at Counter; Interested in seeing CoC agency deck. GD, 9/19",,,Initial Contact
656f3120-ea96-4c21-b303-4effbea117bf,Prospecting,9/X/26,11/19/2025,11/19/2025,11/19/2025,,NYFW VIP Event,"[""Programming""]",Not disclosed,New York,"Cam shared as fuller 2026 calendar. We're holding the dates and GD will schedule intake as we get closer to the event date. GD, 11/21",,,Initial Contact
6596b5d6-c7ee-4afe-ba6a-dc0744b5eb42,No-Go,"12/4/2025; Backup dates: 12/2-12/10/2025
",10/10/2025,,10/14/2025,,"Pop-up in the basement of their Nolita store, called The Patch Bar, where customers the chance to personalize their garments with chainstitching and patches (all done in-house). Client's seeking production and creative support for event.","[""Executive Production""]","$30k, all in",NY,"NB turned down due to timeline, bandwidth + brand fit. Will circle back when RTH is ready 10/14",,,Declined by Us
6643ee29-2b94-46ff-8128-b9c288355c94,No-Go,,,7/1/2024,7/1/2024,,Dinner,"[""Executive Production""]",,TBD,They reached out to Sue but it was super last minute and we had to pass. They're intereted in working with us in the future.,,,Declined by Us
6763be24-1bd1-45cc-a586-a7fab50ee057,In Progress,2026,11/21/2025,1/27/2026,1/27/2026,,Resy is looking to engage an agency of record for comprehensive 360° support across all industry sponsorships and events,"[""Executive Production""]",Not disclosed,"NY, LA, CHI, ATL, DC & MIA",Officially won! -JA 1/29,,,Closed Won
6898f338-c6f1-4039-8242-ec2fad285e33,Warm Lead,,6/20/2025,,6/20/2025,,TBC,"[""Executive Production""]",,TBC,"Homecourt was one of the brands from Prix Fixe 2025 Summer Suite. Susana requested brand intro from Oset and Prix Fixe team. SY, 06/23",,,Initial Contact
68bcab9b-53ed-4322-9e44-61336d72ff82,Prospecting,2026,8/26/2025,,8/26/2025,,Lavazza is in the midst of 2026 planning and would love to discuss potential way to collaborate.,"[""Executive Production""]",Not disclosed,LA,Sue and GD had an intro call on 09/12 to talk through being their production partner for their hospitality evnets. Next steps is for GD to schedule an in person meeting with their larger team to talk about their hospitality strategy. SY 09/12,,,Initial Contact
68be8507-78b3-43e2-a950-1f91ae534a50,Complete,Ongoing,,,,,Book Launch + Summer / Fall Series,"[""Executive Production""]",,,In Progress,,,Closed Won
69191990-2025-4e6e-a315-a026f0cfc29e,Warm Lead,2025-2026,8/8/2025,,8/21/2025,,Referral Agreement - Venue Partnership,"[""Executive Production""]",Not disclosed,Worldwide,"Interested in pitching their venues for our intl. trips. Susana took the call with Parasol. Next steps: waiting to receive client list to share with CoC team for future gigs SY, 08/28",,,Initial Contact
69f0e950-943e-4a94-8aac-af2e787b6175,Prospecting,3.X.26,1/13/2025,,2/26/2026,,Spring events,"[""Consulting""]",They said they are comfortable with a $7.5K-$15K range,New York,"Emilie reached back out about a march + april campagin. They need guest list help. GD is drafting a SOW now. GD, 2/26",70000,10000,Initial Contact
6b3f71d4-e6f2-49d6-aab6-d36e6fa9ec6c,No-Go,02/XX/2026,11/20/2025,,12/2/2025,,Creative Direction for Artemest VIP dinner + awards ceremony,"[""Marketing""]",$70k all in,New York,Passed due to bandwidth around NYFW. SY 12/04,70000,70000,Declined by Us
6b7d74c1-2ab8-459a-90f8-385b6b02eceb,Prospecting,6/1/2026,4/4/2025,,4/4/2025,,Future projects - TBC,"[""Executive Production""]",,TBC,"Mati connected Sue. Dylan will be on the World Cup project, but he wanted to meet us in case we could help him on other projects. Afoma is setting up a meeting. GD, 4/3",,,Initial Contact
6c747be3-4dfa-4523-a87a-adc14ff98121,Prospecting,2026,12/12/2025,,12/16/2025,,2026 planning,"[""Executive Production""]",Not disclosed,USA,Sue having breakfast with client in Jan. SY 12/16,,,Initial Contact
6ca603ce-54eb-413d-bc48-2c4cc37bc20f,Complete,10/30/2025,2/26/2025,3/17/2025,8/25/2025,4/4/2025,DWR x GUBI Event,"[""Executive Production""]",Not disclosed,New York,Carrie reached out with prelim info. GD setting up a call. 2/27,,,Closed Won
6f6cf0fa-d3de-429d-8ac9-8fcc68ba045f,Canceled,Winter 2025 (Before Thanksgiving),7/9/2025,,9/17/2025,,Winter Influencer Trip,"[""Executive Production""]","TBC *it was $1M for the VIP Trip + Pop-Up, but I am waiting on Cam to confirm what the new budget would look like without the Pop-Up piece. We can use Puglia budget as a rule of thumb. ",TBD - Somewhere in USA,Client decided Winter Bazaar will replace this trip. SY 09/26,1000000,1000000,Closed Lost
715236e5-58a5-475b-94ee-ad8216522ecb,Complete,7/17/24,,,,,J.Crew x Maryam Nassir Zadeh Event,"[""Executive Production""]",,New York,J.Crew x Maryam Nassir Zadeh Proposal,,,Closed Won
722878e7-ba4f-404e-86e5-c7973e927dde,Warm Lead,,12/3/2024,,12/3/2024,,Kettle Launch,"[""Programming""]",,New York,"Full brief here. Internal Go-No-Go. GD, 12/10",,,Initial Contact
722e8771-744d-40d4-b16d-3a25e96e5416,No-Go,September 2025,8/11/2025,,8/14/2025,,Influencer Gifting for Launch,"[""Executive Production""]",Not disclosed,USA,"Client reached out to us with $5k asking for custom mailers for 100 people. SY kindly responded with a realistic budget estimate of what this job would require. We passed on the opp, but expressed interest in exploring future partnerships. SY 08/19",,,Declined by Us
734eab03-5d64-49f8-8b68-e6da3c8ec707,No-Go,12/xx/2025,11/10/2025,,11/10/2025,,"Company's holiday cocktail party
","[""Executive Production""]",Not disclosed,NYC,We passed due to lack of production bandwidth; Offered creative direction instead. SY 11/12,,,Declined by Us
7352c7a0-b1d8-4d09-913b-5665f4256ecf,Warm Lead,9/13/2025,7/14/2025,,8/7/2025,,Target Fashion Week Event,"[""Concepting"", ""Executive Production""]",,New York,GD had a larger convo with their VP of marketing this week. Sounds like we might be in the running to help for 2026 events. SY 09/26,,,Declined by Us
73b88bd3-2eec-429e-86d4-dec150bb2048,Warm Lead,,12/3/2024,,12/3/2024,,Brand Partner Dining Experiences,"[""Event Concepting"", ""Executive Production""]",,TBC,"Intake here - more of an intro call. Daniel is shopping around to his team and will get back to us with opps. They want to meet Sue when she is in LA next. GD, 10/22",,,Initial Contact
73c9f72a-9924-40df-aff9-1b9ec8a4d5c7,No-Go,December 2025,8/19/2025,,8/26/2025,,This event ended up getting killed. SY 09/26,"[""Executive Production""]",Not disclosed,New York,"Carla inquired about working with Care of Chan for a holiday party, requesting a quote from CoC before pitching to Banana Republic. Gaby provided budget minimum, awaiting more info from client. SY 08/28
",,,Declined by Us
749130ac-4122-47c5-ae9c-b5779674f47c,Complete,Summer 2024,,,,,Summer of Sweetgreen,services_array,,New York & Los Angeles,Scope Completed,,,Closed Won
74b64646-f3cc-4672-81de-074a36032a51,Warm Lead,,5/5/2025,,5/5/2025,,TBC,"[""Liquor Cabinet Program""]",,TBC,"Lizzie Noonan connected Sue. GD scheduling a call, no word. GD checked in with Lizzie to give her a nudge but no response. GD, 06/12",,,Initial Contact
74e820a1-c110-4987-9994-fec259aa3811,Warm Lead,,12/17/2024,,12/17/2024,,TBC,"[""Executive Production""]",,TBC,"Met the team at J.Crew Gifting suite and reached out to general about our services. GD scheduling a call. GD, 12/3",,,Initial Contact
75296fa1-a316-436a-aa3b-d7ff010960f0,Complete,3/27/2025,12/9/2024,12/9/2024,,2/19/2025,Pillo Couch Launch with Willo Perron,"[""Consulting""]",,New York,Rachel told Sue about this opp and said that she'd reach out to us in a couple weeks - 9/20,,,Closed Won
760175bb-1eb2-4a90-a926-9c9d6c9a5e57,Canceled,11/1/2025,5/7/2025,5/1/2025,9/2/2025,,Baking Season Kick-Off,"[""Gifting""]",$25k,New York,Budget will move to Cookie Week,25000,25000,Closed Lost
760654df-fa41-4c20-af06-7d9116c144b5,Warm Lead,,,,4/3/2025,,TBC,"[""Executive Production""]",,TBC,"Sue and Gaby met with Wilma and Lauren to brainstorm 2025 event ideas. They are taking our ideas to their exec team and will try to schedule another brainstorm with us. GD, 11/21",,,Initial Contact
7755f387-9ae0-46ba-a4e7-0559ed16acce,No-Go,2025-2026,8/8/2025,,10/10/2025,,Champion Spirit Country Club Pop Up at WSA,"[""Executive Production""]",Not disclosed yet,NY,Client wants to be introed to Happier group. Renée is assessing fit. SY 10/10,,,Initial Contact
