id,status_legacy,project_date,started_on,won_on,last_contact_on,proposal_sent_on,concept,services_array,budget_notes,location_text,next_steps,budget_low,budget_high,status
b2ff256e-1565-4271-a4f1-9b455a8d2f92,Prospecting,4.X.26,9/12/2025,,2/2/2026,,MAD LA Events - A series of industry-facing MAD events in LA; different formats still TBD,"[""Executive Production""]",$300K,LA,"GD followed up multiple times, no response. MAD is going through a lot of criticism right now, so taking a beat. GD, 2/20",300000,300000,Initial Contact
b3551c9f-0077-487f-9dd9-7ea48384016f,No-Go,TBC,8/13/2025,,8/20/2025,,Programming for traveling members-only dining club,"[""Executive Production""]",$20k production budget per event,Global - Upcoming events in Burgundy and Valencia,Client had unrealistic production budget and not sufficient track record. We passed due to bandwidth. SY 09/10.,20000,20000,Declined by Us
b3afeb97-5d63-4d0c-8e34-fcb080b98fc0,No-Go,Q3-Q4 2026,11/7/2025,,12/1/2025,,"Resy is working with Hilton Honors Amex Card on a new ""Black Diamond"" Loyalty Program. They would like to work with us on concepting a 3part event series for 2026 (1 event per quarter)","[""Executive Production""]",$1M-$2M,"TBC: NYC,
LA, Chicago, DC, Miami,
Atlanta or SF/Napa","Resy x Hilton is no longer happening. Unfortunately, their team hasn’t been aligned, budget apparently wasn’t fully secured and they haven’t been able to give Resy any direction or updates in months —so leadership made a decision to deprioritize it just this week. -JA 03/13",1000000,2000000,Initial Contact
b48c0f05-4904-406c-b1c5-3d1b5e99dea7,Warm Lead,,,,4/3/2025,,Mad Duchess Launch,"[""Executive Production""]",,New York,"Sue and I hopped on a call. They are still in the early stages ahead of launch. This was more of an exploratory call. We have them some launch tips, but I would consider this lead warm. GD, 4/3",,,Initial Contact
b4ffd986-eaa8-4b01-8669-7ee2f07239a1,Warm Lead,April-August 2026,9/23/2025,,10/8/2025,,A hosted brand trip at one of Fasano's South American properties,"[""Executive Production""]",No budget; client is looking to CoC to help connect them with a brand who would pay for the trip + travel,Brasil or El Salvador; TBD,Client pitched their Brazilian properties as potential destinations for CoC to bring future gigs to. CoC to consider properties in future client convos. No next steps. SY 10/08,,,Initial Contact
b5279f08-3021-4341-8a71-ad06f4d8d3b4,Prospecting,2026,11/8/2025,,11/8/2025,,Prospective client; no opp as of rn but really loves Care of Chan,"[""Executive Production""]", Not disclosed,USA,Prospective client who admires CoC events and wants to find ways to work with us. SY 12/08,,,Initial Contact
b543e253-649b-4c27-b922-63e61dd181aa,No-Go,Week of 11/03/2025 (before Thanksgiving),7/10/2025,,9/24/2025,,"Showroom Party; Due to small budget, CoC to pitch creative direction scope","[""Executive Production""]",$20k,New Jersey,"NB offered Creative Concepting + Consulting services in lieu of Production, given low budget. NB and client hopped on call to discuss options, timeline, and concept. Awaiting client's decision on how they'd like to proceed for 2025, but most likely not happening. That said, client did like the press trip idea and want to potentially save that for next year so we have the proper time to put it together. SY 09/26",20000,20000,Closed Lost
b74b39ce-df56-4d76-b5e4-b9aea9f4d569,No-Go,TBC,1/29/2025,,,,TBC,"[""Marketing""]",,Napa TBC,"They will combine the Resy & Tock Marketing teams in Q1 (January 31st is the timing that was thrown around) - if that date sticks, Resy/Tock will issue a PR release in November, for which they'd like to explore an experiential event focused on wine makers & wineries in LA/Napa around the same time to get this industry informed and excited about Resy",,,Declined by Us
b7511dbb-c355-4fce-922d-4ee7ffe1f1a9,No-Go,TBC,9/5/2025,,9/5/2025,,Urbanspace - Marketing initiatives; Cold email intro with not much detail available. SY reached out to client to get more info SY 09/11,"[""Executive Production""]",Not disclosed,New York,Client didn't respond to inquiry follow-up. SY followed up on 09/12. SY 09/12,,,Initial Contact
b75e46b0-96dc-460c-9908-418e741788dd,Prospecting,Jan/Feb 2026,1/12/2025,,1/12/2025,,USA Ski & Snow Partnership for the Olympics,"[""Programming""]",,Milan,"Cam gave us a heads up that this is in talks. GD, 12/12",,,Initial Contact
b8d31327-3742-4906-a71e-c2d60ef6f9d9,Prospecting,10/1/2026,4/28/2025,,3/3/2026,,Chef JJ presents the cookout,"[""Programming""]",Not disclosed,TBC,"JJ initially asked if we'd come on as a presenting partner and we passed due to bandwidth. JJ then followed up asking if we'd come on a production partner. GD sorting details. GD, 3/3",,,Initial Contact
b96574b9-cf24-4629-9a76-178a08136e72,Complete,"July 16, 18, and 19",3/27/2025,6/12/2025,,,WNBA All Star game in Indianapolis,"[""Executive Production""]",,Indiannapolis,"Sue met with Daniella & the Yola team to chat through event opps. Right now, they are thinking of the below:
Wed, July 16 - Box Buyout at Liberty vs. Fever Game at Barclays + Brand(s) PR Dinner in NY
Fri, July 18 - Brunch/Lunch in Indy before game
Sat, July 19 - After party in Indy after game 

Sue to loop me in once she's ready. GD, 3/27",,,Closed Won
b9fdf58a-72f2-421b-8f62-dcbfdf41ab38,Prospecting,2026,12/9/2025,,12/12/2025,,"2026 outreach; Sue met client at RoCon event. High-value connection for culture, creator, and media-led activations. Could open doors for Meta-sponsored programming.","[""Executive Production""]",Not disclosed,USA,Nurture relationship for future opps. SY 12/10,,,Initial Contact
ba471495-2730-4c7b-8a5e-599e0ec23934,Warm Lead,,,,5/2/2025,,Puiforcat x Rachel Whiteread Collection Press Dinner,"[""Executive Production""]",,New York,"Full Intake here. GD confirming internal go-no-go. GD, 5/1",,,Initial Contact
ba4a0f92-5ef9-4b4f-a293-3081b3be3fe8,No-Go,9/8/2025,7/9/2025,,7/25/2025,,Canada Goose x Shai Collab - Preview Dinner,"[""Executive Production""]",,Toronto,"Opportunity came through as RFP. If we get the bid, client would be Canada Goose. SY, 07/10",150000,150000,Declined by Us
ba5c9314-2073-44e8-8c4c-dbd8d2275ccc,No-Go,11/15/2024,,9/1/2024,9/1/2024,,Winter Launch Event Series,"[""Executive Production""]",,"NY, Boston, DC","Intake here, Gaby taking secondary call for final details/budget before we can move into internal go-no-go 9/24",,,Declined by Us
ba8a7966-c703-4ed9-8258-1d5a1af2a8cd,Warm Lead,2026 planning,10/10/2025,,1/21/2026,,2026 planning ,"[""Executive Production""]",Not Disclosed,TBC,Client said no current plans to activate in 2026. They'll reach out when they have a moment to collaborate. SY 1/21,,,Initial Contact
baab5d2c-c210-465e-b5d5-568c9e42c333,Prospecting,02/X/2026,11/21/2025,,2/20/2026,,"CoC would own event concepting an activation series for 2026 ahead of the Dishoom restaurant opening in 2027. Client wants to build a NY audience so by the time they open, there's already a fanbase for them. They had done a pop-up at Pastis for example that sold out in minutes, so they want to keep doing things like that. Care of Chan would own concepting and programming and producing those events, while Gemma Bell would own the PR. ","[""Executive Production""]",Not disclosed,NY,"GD working with Gemma Bell to finalize proposal for presentation on 2/24. GD, 2/20",,,Initial Contact
bc1f9906-9bee-4364-a3fd-80498667493e,Complete,07.18.25-07.20.25,4/15/2025,6/12/2025,8/1/2025,6/16/2025,E+C WNBA All Star Experience,"[""Consulting""]",,Indiannapolis,"Sue met her in person and followed up with our agency deck. GD, 4/15 Sue and Lindsey met again at Design.Space. and spoke about partnering for E+C WNBA All Star Experience. SY, 06/03",,,Closed Won
bc6c9b4d-f123-4503-a2db-ba57c2801fdd,Complete,9/19/24,,,,,TIWA Partnership Event,"[""Marketing""]",,"Upstate, NY",Intake Notes here ,,,Closed Won
bda2a8ba-bd99-4da3-86f6-c74678f7e0ac,Warm Lead,,11/13/2024,,11/13/2024,,VIP Art Basel Miami Experience,"[""Executive Production""]",,Miami,"Intake here - Internal go-no-go on, GD 11/1",,,Initial Contact
bde7fb96-e571-419e-818b-316434aa4cea,Warm Lead,,9/20/2022,,9/20/2022,,N/a,"[""Executive Production""]",,New York,"Intake here, Gaby working with Sue & Alexandra on internal go-no-go, 9/20",,,Initial Contact
be266c8e-9207-49ef-a968-1513b318eeec,Warm Lead,,,,4/3/2025,,Design Week Event,"[""Executive Production""]",,New York,Mariam reached out with some q's on budget. SC scheduling a call with GD. 2/25,,,Initial Contact
be30d4ba-e5c9-4a77-b17c-0db2e4b98298,Warm Lead,,8/26/2024,,8/26/2024,,Parthenope,"[""Executive Production""]",,New York,Sara'o reached out to us about an activation in September that we had to pass on due to timing. He mentioned to Sue that they're may be an opp to work together on the Parthenope party. Gaby to schedule intake - 7/17,,,Initial Contact
be602a03-7bea-402d-a644-22affd7e83e8,Complete,12/4/2025,10/29/2025,11/3/2025,11/6/2025,11/5/2025,"Resy will be sponsoring an industry event (Rosenberg Conference or RoCon) that will be taking place on 12/5, and they have the opportunity to provide a few branded items to integrate into the event and/or as takeaway gifts for the attendees, which will include influential/VIP women in the hospitality and lifestyle industry. They would like to tap us to ideate, design, produce, and ship out 2-3x branded items(s) for the event.","[""Executive Production""]",$7k all-in,NY,Production in motion,,,Closed Won
be617a44-f270-4b3f-a1f4-026f1a599679,Canceled,June 2026,10/2/2025,,1/7/2026,,System 0 Launch trip in Vancouver + possible retainer with CoC,"[""Programming""]",Not disclosed,"Vancouver, BC",Internal staffing changes led this event to be cancelled. SY 1/7,,,Closed Lost
beba002d-2982-48a2-a2a1-55a75a2291d3,No-Go,11/24/2025,10/21/2025,,10/21/2025,,Celebrate Native American grantees for Native American Heritage Month celebrating food sovereignty during the week of Thanksgiving. We would love to have some elaborate centerpiece highlighting Native ingredients.,"[""Executive Production""]",Not disclosed,Los Angeles,We had to pass due to bandwidth. SY to see if we can pitch referral agreement to LaMont Digital. SY 10/22,,,Declined by Us
c03ed612-90c6-4f7c-b86f-a25f79a2b83b,Warm Lead,,4/1/2024,,4/1/2024,,Greenpoint Location,"[""Executive Production""]",,TK,"Gaby trying to schedule call, 4/3",,,Declined by Us
c0586084-6632-4a26-a2bf-9c7ae88edb41,Prospecting,TBC,11/11/2025,,1/14/2026,,Scalable idea - No more info shared,"[""Concepting"", ""Executive Production""]",Not disclosed,TBC,NB scheduling follow up call with client and partner in coming weeks to better understand opportunity. SY 1/16,,,Initial Contact
c164c6d3-2dda-4a89-82ec-8a58e6d2ed7b,Complete,9/1/2025,1/27/2025,6/24/2025,11/3/2025,6/24/2025,NY Book Launch; Requested consulting with Sue,"[""Event Concepting"", ""Executive Production""]",Not disclosed,"NYC, LA(non-CoC Owned), UK","Rachelle used the 2nd half of her consulting hour with Sue this week. We passed on RSVP management for event, due to bandwidth. SY 10/09 ",,,Closed Won
c181cedb-bdf6-46b6-a79f-f61d8b1c731d,Complete,Feb-March 2024,,,,,Store Tour,"[""Executive Production""]",,Multi-City,Scope Complete,,,Closed Won
c18275d2-4eb4-478d-a45c-59e6e1f34602,Prospecting,02/xx/2026,10/10/2025,,10/16/2025,,"Nestlé corporate media event to showcase 2026 product innovations in ""Nestle House"" activation where new Nestlé products (Mini Hot Pockets, Gerber baby food, etc.) are displayed organically around a Nestlé-themed house.",services_array,$60k,New York,Client having internal conversation to decide final concept + budget before CoC gives response. SY 10/15,,,Initial Contact
c1a590e8-e5e9-47c2-b302-3a399ef75579,Warm Lead,2026,11/12/2025,,1/26/2026,,Q2 & Q3 planning,"[""Liquor Cabinet Program""]",Not disclosed,TBC,Client wasn't ready to chat Q2 2026 in Jan. Needs more time to plan internally. SY 1/26,,,Initial Contact
c1ec7e8a-a83e-45f2-8711-1627d4b79454,Warm Lead,9/1/2025,5/23/2025,,,,Goop NYFW Gallery + Dinner Event,"[""Executive Production""]",,TBC,"Westview Ventures reached out on behalf of Goop, RFP requested on 5/23/25, proposals due by 6/4/25. Sue responded asking if there's flexiblitiy, response TBD, SY, 05/29",,,Initial Contact
c2686c61-d5ce-4116-962c-92a260a157e3,Complete,12/7/2025,5/7/2025,5/1/2025,10/9/2025,8/8/2025,Cookie Week,"[""Consulting""]",$225k,NY + city TBD,Officially in Production as of 10/29,,,Closed Won
c3fe959f-d6ed-477a-b2c6-6f0a07747f3a,Prospecting,2026,11/13/2025,,12/3/2025,,2026 ways of working,"[""Gifting""]",Not disclosed,TBC,"2026's Nothing New was mentioned as potential collaboration. Client invited us to their event next week to chat 2026. SY, 12/04",,,Initial Contact
c40e594a-c54f-4002-ad64-653c91bc9166,No-Go,04/XX/2026,11/17/2025,,1/7/2026,,"4 day pop up in Silverlake, LA, followed by small consumer marketing activations in San Francisco, Chicago and Austin. 
Client is looking for a producer/agency based in the West Coast who could help bring this to life.","[""Executive Production""]",Not disclosed,New York,Client chose another agency due to budgetary restrictions. SY 1/7,,,Declined by Us
c42f84fd-0677-4132-9d7d-52d7c9b63bbd,Warm Lead,9/1/2025,2/14/2025,,,,October Mid-Autumn Festival,"[""Executive Production""]",,TBC,"GD working on concepting scope with Cat. GD sent follow up, 6/12

Lots is going on at Moet & LVMH in general news. We should tread lightly when we follow up with Moet SY 07/17",,,Initial Contact
c45f2448-be6f-4a37-885a-5fbb61d95b63,Warm Lead,2025,9/1/2024,,9/1/2024,,TBD,"[""Executive Production""]",,TBD,"Sue met with contact week of July 8: ""I met with her last week and gave her some ideas that she plans to present to her boss. I do think we should still keep this lead warm but looks like 2025 is the soonest something will happen"" - 7.15. Emailed March 2025, said she would pass along to the Marketing Director.",,,Initial Contact
c513d8e9-1923-4e5a-a148-15a8f98f0e00,Warm Lead,,,,4/3/2025,,Peaches Event,"[""Executive Production""]",,TBC,"Intake Notes here. GD to reach out closer to the event date for a proper intake. GD, 1/15",,,Initial Contact
c51d6901-2dfa-4fbb-a47e-680ce11d6ea9,Warm Lead,10/1/2024,7/1/2024,,7/1/2024,,New Product Launch in October,"[""Executive Production""]",,New York,"They let us know about a Fall event. No updates yet, but they said we'd be the first they'd go to should they have enough budget - 5/31",,,Initial Contact
c54bf258-7d1a-4670-a224-adc4fa1cd3e9,Canceled,10/22/25 & 10/23/2025,7/3/2025,7/31/2025,8/22/2025,8/22/2025,VIC Dinner + VIP Party,"[""Event Concepting"", ""Executive Production""]","$186,450",New York,,186450,186450,Closed Won
c5736520-cf40-461f-9570-a77ac3065736,Canceled,12/xx/2025,9/9/2025,,9/23/2025,,Client mentioned to Gaby in passing that there's a potential December event for CoC; NB has scheduled in-person meeting to find out more info,"[""Executive Production""]",Not disclosed,New York,NB meeting with client on-site on 10/07 SY 09/24,,,Closed Lost
c594b16e-5a91-49cc-8413-55156fad967f,Complete,12/2/24,,,,,Resy Cookie Box,"[""Executive Production""]",,,,,,Closed Won
c627911e-2ac5-4311-a23d-6aa95daff9c6,No-Go,05/11/2026,9/18/2025,,9/18/2025,,Taste of Greenwich Village; a community celebration and fundraiser with Tasting stations hosted and manned by local restaurants; open bar cocktail reception,"[""Executive Production""]",$30k all in,NYC,"Client asked for a RFP within a week. Given low budget and brand misalignment, we turned this opp down. SY 09/26",30000,30000,Declined by Us
c6b0f747-061b-41b7-b81d-0b6116b3545a,No-Go,Mid-December 2025-January 2026,9/2/2025,,9/17/2025,,"BK Resort Pop-Up + VIP Event; Free People plans to transform their Brooklyn Free People store to be a resortwear focused winter pop-up. CoC asked to produce VIP event, but there's a chance we are also able to give creative input on store buildout that FP's inhouse team is producing. ","[""Executive Production""]",<$100k,New York,CoC turned down opp due to bandwidth SY 09/26,75000,100000,Declined by Us
c727f74f-80c9-4aa4-859b-8d302f0fb271,No-Go,,,2/25/2025,2/25/2025,,AW AAPI Food Festival,"[""Executive Production""]",,New York,"We passed due to bandwidth. GD, 2/25",,,Declined by Us
c76f330b-8a80-4693-a7f7-6c4695c141fb,No-Go,2025-2026,7/28/2025,,7/30/2025,,Private dinners for high-level wine collectors,"[""Executive Production""]",,New York,Client was rude in email correspondance. Sue recommended not following up. 10/21,,,Declined by Us
c77fc372-0d8e-4e5c-9d3e-c2157be095ea,No-Go,12/18/2025,10/21/2025,,10/22/2025,,Office Holiday Party at Radio Park; Perfect for RTH,"[""Executive Production""]",$150k,NYC,We passed due to bandwidth; Perfect for RTH clients!,,,Closed Lost
c7933e99-5066-42c0-8526-24d92e9af622,No-Go,March 2026 + Spring 2026,8/6/2025,,12/18/2025,,"Two interconnected launch experiences designed to bring the fragrance to life through immersive storytelling + cultural resonance:

“Garden Party Gone Rogue” – NY Launch Event: a large-scale, experiential celebration inspired by an English garden that’s gone beautifully rogue.

“A Luxury Voyage Through the World of Vetiver” – St. Barths Influencer Experience: an intimate, content-driven escape rooted in Creed’s sailing heritage and oceanic fragrances.","[""Executive Production""]","NY Event: $125k
St. Barths: $150k",New York,"We passed due to limited budget and timeline, but asked if there was any flexibility around RFP due date or budget. Waiting feedback, followed up twice. SY 12/18",275000,275000,Declined by Us
c8c1435e-55fa-492b-99ac-8a4181784739,Warm Lead,,,,4/3/2025,,NYT Cooking Asian American Event,"[""Executive Production""]",,New York,"May 2024 did not pan out, but they are interested in working with us for the close out of the series in May 2025. Gaby sent a follow up note in Jan 2025. GD, 1/29",,,Initial Contact
c8e30cd5-bb1b-4a7d-8ec6-4c08c1ec9ceb,Warm Lead,,1/21/2025,,1/21/2025,,MAD Symposium,"[""Executive Production""]",,Copenhagen,Sue in touch about potential to produce symposium - 8/1,,,Initial Contact
c9c8ebe4-a8a2-4bae-b5be-2af578f17e4b,Warm Lead,"Either of the first two weekends of October, likely 10/11 - 10/13, ",6/1/2024,,6/1/2024,,Fishwife Pop-Up,"[""Marketing""]",,New York,"Gaby passed due to bandwidth, but check back in during the Fall to see what they have in the pipeline - 6.24.24",,,Initial Contact
c9cc08eb-ecd3-4b8f-a14c-2f9ea0f843be,No-Go,,,1/13/2025,1/13/2025,,ALIGNE Pop-Up,"[""Executive Production""]",,New York,"Filled out form, budget is too low and dates don't work. GD inquired about flexibility. GD, 12/10",,,Declined by Us
ca3b9668-4988-49c9-b08e-386db6b91b0e,Warm Lead,,5/17/2025,,,3/31/2025,Chez Margaux Programming,"[""Programming""]",,,,,,Initial Contact
ca74ff53-8ebe-4fd8-a298-052c53713a1f,Warm Lead,,,,4/23/2025,,Champagne Pommery Event Placement,"[""Programming""]",,TBC,"GD had a call, they seemed interested in Liquor Cabinet. Followed up to schedule a tasting and looks like contact is no longer there. CEO is now in touch and I had shared info with them. Waiting on response. GD, 4/3",,,Initial Contact
cbfbddaa-0a9d-4c62-833d-f113b08b7370,Warm Lead,,,,4/3/2025,,Fall Consumer Event,"[""Executive Production""]",,New York,"Gaby was in touch about a May event, but it didn't pan out. Grace gave me the heads up on Fall. GD, 3/14",,,Initial Contact
cc474ee8-d6ff-4d5a-823f-ea46d3920864,No-Go,01/xx/2026,8/8/2025,,10/21/2025,,Dry January Gifting,"[""Executive Production""]",$12.5k,USA,"Client decided to pause any gifting initiatives, but will circle back in 2026 after seeing where large chain retail placements land in Spring. SY 10/21",,,Closed Lost
cd08c8cf-fbee-4e38-a70e-bf68b61074cf,Complete,9/22/2025,6/26/2025,7/11/2025,9/24/2025,8/11/2025,Press Event,"[""Executive Production""]",$110k,NY Soho Store,,110000,110000,Closed Won
cdb55112-885d-4070-8c6b-98af6b3e669d,No-Go,November + December 2025,9/12/2025,,9/26/2025,,"Client wants CoC to produce 3 events:
1) ""Matesgiving"" dinner party in at NYC Ruby's Cafe
2)  ""Home for the Holidays” celebration held offsite in NYC
3) ""Home for the Holidays” potluck hosted at one of their restaurants in LA","[""Executive Production""]",$75K-$150K,NY+LA,"Given Opentable involvement + CoC bandwidth for Nov/Dec + low budget, we passed. SY 10/10",,,Declined by Us
ce3de9e4-6f88-480a-b4fe-2e710797886f,Complete,Retainer,1/27/2025,4/7/2025,,2/14/2025,2025 Retainer Model,"[""Executive Production""]",,TBC,"GD drafting SOW. GD, 2/6",,,Closed Won
cecab5a3-61d2-4209-9959-38f8a33c3e2d,Warm Lead,,6/26/2025,,6/26/2025,,TBC,"[""Executive Production""]",,New York,"Bolun was introed to CoC by Nicolas Simon from Wilcuma. Bolun is the owner for August Hospitality and Yingtao restaurant in Hell's Kitchen. He's looking to switch things up from a PR standpoint. SY, 06/10",,,Initial Contact
cf451d0f-2ff2-4b87-9f8b-8cf5a26fe6ce,Warm Lead,2026,10/21/2025,,10/22/2025,,2026 events,"[""Executive Production""]",Not disclosed,NY,Sue going to private collection SS26 presentation and planting seeds for 2026 outreach. SY 10/23,,,Initial Contact
cf7f65a5-dcec-4ef3-9b01-f233e66b9dcc,Warm Lead,,4/1/2024,,4/1/2024,,programming their new OCA house,"[""Consulting""]",,tbd,emailing with Sue,,,Initial Contact
d053a4a9-0e44-4b02-9e3a-a6f4b096bf65,In Progress,01/15/2026-03/15/2026,10/16/2025,,12/10/2025,,Masienda Gifting Scope for up to 500 recipients. Client interested in assistance in building list + managing gifitng outreach,"[""Marketing""]",$5K per month (2.5 month term = $12.5K all-in),NY,Greenlit by client! Moving into contracting/invoicing. SY 12/03,12500,12500,Closed Won
d0d2251d-ed5b-4856-9d9b-61450843c258,No-Go,2026,10/21/2025,,1/12/2025,,Miles Davis Foundation x Tokyo Record Bar pop-up in NYC + Tokyo,"[""Executive Production""]",Not disclosed,California,Client chose another production agency due to Tokyo based needs. SY 1/17,,,Closed Lost
d1d9f1ff-2c88-4e15-b1b6-db0fcbbf9cf5,No-Go,10/30/25,9/2/2025,,9/23/2025,,"Relaunch of collection; Looking for event coordinators or reccos for launch; NB took call to share about agency services, but client likely cannot meet CoC minimums; ","[""Executive Production""]",$15k,New York,Client did not have budget for production minimum. No next steps SY 09/26,15000,15000,Declined by Us
d267fc0d-8e56-4ae8-8756-ceb09f0df431,Warm Lead,Spring 2024,4/1/2024,,4/1/2024,,Ghia Spring Event,"[""Executive Production""]",,TBC,"4/5 Intake Notes here - waiting on final budget from them. They said it was $20K, but they are seeing if they can raise that for us.",,,Initial Contact
d36ef777-1fd0-4a1d-88a7-b175707d5f6c,Canceled,04/02/2026 or 04/09/2026,9/19/2025,,3/19/2026,,US Flagship Opening,"[""Executive Production""]",TBC,NYC,Client couldn't meet minimum and went in different direction. SY 03/20,,,Closed Lost
d4a163ed-1386-4b8d-a27e-3986472fad62,Complete,2/5/2025,12/9/2024,12/9/2024,,1/13/2025,February NYFW Event,"[""Executive Production""]",,New York,"Intake Notes here, GD assessing internal go-no-go. If we do this, we'll have to push the dates. GD, 12/3",,,Closed Won
d4c4c287-13ec-4f98-8802-be90ffeb427a,Warm Lead,2025,10/1/2024,,10/1/2024,,LDN Cooking Event,"[""Programming""]",,LDN,"Intake Notes here, we sent proposal earlier in the year, and Mack let me know LDN is potentially coming online, Gaby followed up - 7.8.24",,,Initial Contact
d4de5be9-276b-415e-9bc7-84f2213dc138,Complete,10/24/24,,,,,J.Crew x Christopher John Rogers Event,"[""Executive Production""]",,New York,Intake notes here ,,,Closed Won
d5bfd392-b888-4662-b1f7-cee9d2ed6b0d,Warm Lead,,,,2/25/2025,,Press Trips,"[""Executive Production""]",,TBC,"Oset connected us, GD scheduling intro call. GD, 1/27",,,Initial Contact
d673a427-f839-4562-90e8-db7e931532e9,Prospecting,11/xx/2026,11/4/2025,,12/16/2025,,"Client seeks a ~10% A-list guest enhancement (actors, fashion, visual artists, notable business figures) to elevate press and attendee experience at their black‑tie gala at The Plaza.","[""Concepting"", ""Executive Production""]",Not disclosed,NY,SY had intake call and passed on assisting on next week's Gala. CoC to share agency deck. L’Alliance sharing 2025 guest list for reference. We also shared rough fee proposal for ~10% guest enhancement (≈15 celebrity guests). Awaiting client feedback SY 12/16,,,Initial Contact
d702469f-8bfe-4b9e-9953-81c2d5d93237,Warm Lead,,,,4/3/2025,,TBC,"[""Event Concepting"", ""Executive Production""]",,TBC,"Intake here - Carly let me know they have an event series they may need our help with. Carly is based in LA, so GD to hold on following up until Feb at the earliest. GD, 1/13",,,Initial Contact
d7c62029-0bcc-434e-b66c-8e46cdc77535,Warm Lead,,4/1/2024,,4/1/2024,,Dinner Series,"[""Executive Production""]",,"TK, LA","4/5 Intake Notes here - Lisa wants to partner with us to produce events for her advertisors. Nothing immediate yet, but Gaby told her to get back to us once she has an opp so we can review if we can help out.",,,Initial Contact
d7c943d3-e8d8-47b8-94c7-4abb42ade8a7,Warm Lead,Q1 2026,5/9/2025,,,,EDITION Food Festival,services_array,,TBC,"Stevie gave me the heads up. GD, 5/9",,,Initial Contact
d835bb18-e25c-405e-9b13-7218f335d19f,In Progress,Ongoing,2/27/2025,4/10/2025,,3/13/2025,The Twenty Two Cultural Programming,"[""Liquor Cabinet Program""]",,New York,"Gaby sent deck + Sue followed up with some notes. Waiting on client go-no-go. GD, 4/3",,,Closed Won
dae06666-bebe-4b53-860b-2ef4e9fe0f65,Prospecting,2026,11/17/2025,,1/28/2026,,"Lots of exciting activations between Bobbie including with Auberge Resorts, NWSL, and Jones Road beauty. For Jones Road collab: looking to do two moments to celebrate the collab, the first being a sleepover themed launch party (we may have a location that we can use for this - Bobbi owns a hotel), and the second is a retail experiential moment with a coffee partner to both surprise and delight customers with a fun delivery stunt, and a pop-up in specific retail stores. ","[""Executive Production""]",$100-150k,New York,Awaiting client brief. SY 02/03,100000,150000,Initial Contact
dae673f3-1699-483e-b407-4b0b95b4d2e3,Warm Lead,,7/1/2024,,7/1/2024,,TK,"[""Consulting""]",,TK,"Sue sent agency deck in 2023 and followed up to chat new biz, Cathy asked to circle back in June. Since we're at cap, Gaby to circle back in the Fall to talk 2025. - 7.9",,,Initial Contact
dcc51587-a2df-46df-bc20-bb82f19e669f,No-Go,2026 retainer,10/22/2025,,10/27/2025,,2026 Production partnership,"[""Gifting""]",Not disclosed,New York,Client said their 2026 budget doesn't allow for official 2026 long term production partner. No next steps. SY 10/27,,,Declined by Us
dd0f4f41-9204-47bc-baa2-04d14161ea9d,Canceled,10/30/24,,,,,MillerKnoll,"[""Executive Production""]",,New York,Intake Notes here - Gaby confirmed go with this event with the client - 8.16,,,Closed Lost
dd11d9bd-81ef-415e-93c0-4be5fbce7bb1,Complete,10/30/24,,,,,Nordstrom Collaboration Dinner,"[""Executive Production""]",,New York,Intake here - 8.29,,,Closed Won
dd171f88-9c8f-4771-bf18-2bbcbb8856b9,Complete,Sept/Oct 2025,5/7/2025,5/1/2025,9/30/2025,Not Sent Yet,Weeknight 100,"[""Executive Production""]",$25k,New York,Production in motion,,,Closed Won
dd37befe-1dd6-4ed9-9013-624f87aa4bbe,Complete,6/25/24,,,,,Product Launch event,"[""Executive Production""]",,New York,Intake Notes here,,,Closed Won
dd534d9e-7ae5-49b7-84c1-7cf3f714bf48,Warm Lead,,5/28/2025,,5/28/2025,,PR Partner,"[""Executive Production""]",,Minnesota,"Likely a no-go, given location & request for PR services, SY 05/29",,,Initial Contact
dd5de288-b503-4e7c-9e74-303f6780df42,Complete,09/05/2025-09/07/2025,5/14/2025,6/24/2025,9/24/2025,7/14/2025,Product Launch,"[""Event Concepting"", ""Executive Production""]",$150k,TBC (NYC or LA),,150000,150000,Closed Won
ddb07350-0a96-4bdf-90b6-ea39bc68b877,Warm Lead,,1/13/2025,,1/13/2025,,TBC,"[""Executive Production""]",,TBC,"Production team sent an intro, Gaby sent a follow up to schedule a call. GD, 12/2",,,Initial Contact
ddb3daf7-39c5-4444-afe0-2178f7a8a2e1,No-Go,,,1/13/2025,1/13/2025,,Dinner Party,"[""Executive Production""]",,New York,"JB reached out to Sue, Sue shared our deck. GD followed up for next steps and JB asked to circle back in early of Decmber. Let's reach out when RTH is ready. SY 10/15",,,Declined by Us
ddbd906f-c424-4881-a3ce-6110343288e1,Warm Lead,,,,4/23/2025,,TBC,"[""Executive Production""]",,TBC,"GD took a call. Super early, so they don't have a confirmed budget. GD to check in during the summer. GD, 4/3",,,Initial Contact
ddf3cb09-0cb7-41f1-9074-0b22a4465ad6,No-Go,,,12/3/2024,12/3/2024,,TBC,"[""Executive Production""]",,TBC,"They reached out to us and thought we were a catering company. We passed, but we offered a call to understand their needs for future opps. Marci to join as it relates to 3.0. 10/4",,,Declined by Us
ddf652c2-ece0-471b-842f-f1955d08bad8,Canceled,June,7/16/2025,1/28/2026,2/26/2026,,The Resy Dream Team Dinners 2026,"[""Executive Production""]",$800k,"NY, LA, CHI, MIA",Funds/planning is definitely being shifted to JCE. JA 03/02,800000,800000,Closed Lost
